"college","city","state","region","locale","lat","long","school_type","adm_rate","adm_rate_all","avg_net_pub","avg_net_priv","avg_cost","avg_tuition","population","avg_fam_inc","md_fam_inc","pct_loan","pct_pell","md_debt","md_earnings_10","pct_25k","default_rate","repay_rate","comp_deg","eng_deg","engtech_deg","math_deg","sci_deg"
"Universidad Central de Bayamon","Bayamón","PR",9,"21","18.400541","-66.181496","2","0.5042","0.5041736227045","NULL","7040",11320,7739,"1794","14631.84054","9458.216478","0.3063","0.82",8250,18500,0.262,0.177,"0.4330708661",0.024,0,0,0,0.0144
"Caribbean University-Bayamon","Bayamon","PR",9,"21","18.383209","-66.168171","2","NULL","NULL","NULL","2658",8180,13328,"1613","10789.50818","0","0.2053","0.827",9750,17000,0.294,0.3,"0.3324175824",0.058,0.0918,0.0338,0,0
"Caribbean University-Carolina","Carolina","PR",9,"12","18.38746","-65.95765","2","NULL","NULL","NULL","3348",8536,2168,"575","10789.50818","0","0.2514","0.8849",9750,17000,0.294,0.3,"0.3324175824",0,0,0,0,0
"Pontifical Catholic University of Puerto Rico-Arecibo","Arecibo","PR",9,"23","18.446006","-66.679114","2","0.4286","0.65537321334039","NULL","3161",8627,13205,"616","16886.64255","12207.61117","0.3725","0.7511",13195,17900,0.299,0.238,"0.4324446453",0.0476,0,0,0,0
"Pontifical Catholic University of Puerto Rico-Ponce","Ponce","PR",9,"12","18.000652","-66.61763","2","0.7356","0.65537321334039","NULL","5076",10452,5019,"5730","16886.64255","12207.61117","0.4944","0.8011",13195,17900,0.299,0.238,"0.4324446453",0,0,0,0.0014,0.0312
"Colegio Universitario de San Juan","San Juan","PR",9,"11","18.428528","-66.066529","1","0.9187","0.91872791519434","1132","NULL",5920,477,"1405","13055.35426","8052.181677","0","0.9495",NA,22700,0.462,NA,"NULL",0.0806,0,0.0567,0,0
"Universidad Metropolitana","San Juan","PR",9,"11","18.387177","-66.061615","2","NULL","NULL","NULL","9077",14371,6174,"11529","14950.8204","9211.794099","0.4295","0.8601",7500.5,18900,0.331,0.101,"0.5009063444",0.0274,0,0.0128,0.0018,0.0012
"Inter American University of Puerto Rico-San German","San German","PR",9,"13","18.083957","-67.053808","2","0.7433","0.52341797131956","NULL","7009",12627,4382,"4395","16142.00815","11031.25949","0.2551","0.8137",7000,19000,0.335,0.128,"0.450873117",0.0417,0,0.0402,0.003,0.0238
"Inter American University of Puerto Rico-Aguadilla","Aguadilla","PR",9,"21","18.467886","-67.121671","2","0.6351","0.52341797131956","NULL","5163",10799,4502,"4300","16142.00815","11031.25949","0.232","0.8521",7000,19000,0.335,0.128,"0.450873117",0.091,0,0.0254,0,0
"Inter American University of Puerto Rico-Arecibo","Arecibo","PR",9,"13","18.47509","-66.75901","2","0.5376","0.52341797131956","NULL","6768",12398,4543,"4202","16142.00815","11031.25949","0.2247","0.8637",7000,19000,0.335,0.128,"0.450873117",0.0463,0,0,0,0
"Inter American University of Puerto Rico-Barranquitas","Barranquitas","PR",9,"21","18.182702","-66.303314","2","0.4565","0.52341797131956","NULL","4830",10351,4612,"2107","16142.00815","11031.25949","0.1448","0.936",7000,19000,0.335,0.128,"0.450873117",0.0232,0,0,0,0
"Inter American University of Puerto Rico-Metro","San Juan","PR",9,"11","18.368988","-66.077711","2","0.2249","0.52341797131956","NULL","7626",13477,6128,"6747","16142.00815","11031.25949","0.3303","0.6647",7000,19000,0.335,0.128,"0.450873117",0.0112,0,0,0.0016,0.012
"Inter American University of Puerto Rico-Ponce","Mercedita","PR",9,"22","18.007388","-66.578498","2","0.6626","0.52341797131956","NULL","5063",10924,4587,"5305","16142.00815","11031.25949","0.2053","0.8469",7000,19000,0.335,0.128,"0.450873117",0.0471,0,0,0,0
"Inter American University of Puerto Rico-Fajardo","Fajardo","PR",9,"23","18.329194","-65.648485","2","0.7473","0.52341797131956","NULL","5149",10696,4622,"2076","16142.00815","11031.25949","0.1905","0.8564",7000,19000,0.335,0.128,"0.450873117",0.083,0,0,0,0
"Inter American University of Puerto Rico-Guayama","Guayama","PR",9,"13","17.98","-66.1101","2","0.7401","0.52341797131956","NULL","7436",12960,4696,"2059","16142.00815","11031.25949","0.4802","0.8677",7000,19000,0.335,0.128,"0.450873117",0.0374,0,0,0,0
"Inter American University of Puerto Rico-Bayamon","Bayamon","PR",9,"21","18.350898","-66.182599","2","0.6127","0.52341797131956","NULL","4820",10251,4733,"4679","16142.00815","11031.25949","0.2078","0.8166",7000,19000,0.335,0.128,"0.450873117",0.0993,0.1185,0.0105,0.0017,0.0105
"Universidad Del Este","Carolina","PR",9,"12","18.415027","-65.983422","2","NULL","NULL","NULL","9010",14202,6635,"12198","14661.80774","9210.776671","0.3931","0.8644",6789.5,18100,0.297,0.136,"0.4498061181",0.0265,0,0.0133,0,0
"Universidad del Sagrado Corazon","Santurce","PR",9,"11","18.440592","-66.075103","2","0.2809","0.28093063709502","NULL","7748",13126,7531,"4596","23349.22797","17692.05739","0.4049","0.6745",14750,19900,0.372,0.113,"0.5072024261",0.0104,0,0,0.0023,0
"Pontifical Catholic University of Puerto Rico-Mayaguez","Mayaguez","PR",9,"13","18.193323","-67.143722","2","0.5631","0.65537321334039","NULL","3516",8716,11685,"1391","16886.64255","12207.61117","0.4524","0.8247",13195,17900,0.299,0.238,"0.4324446453",0,0,0,0,0
"Universidad Del Turabo","Gurabo","PR",9,"21","18.239647","-66.006259","2","NULL","NULL","NULL","8824",14089,6652,"14596","16718.64691","12001.88002","0.391","0.8387",7520,18300,0.32,0.11,"0.4807268722",0.0456,0.0296,0.0626,0,0.0039
"University of the Virgin Islands","Charlotte Amalie","VI",9,"33","18.344193","-64.972866","1","0.9707","0.97074468085106","11672","NULL",16540,7966,"1971","33034.09358","25766.98137","0.3224","0.5161",15150,31800,0.673,0.137,"0.6231454006",0.0184,0,0.0221,0.0551,0.0074
"Stanford University","Stanford","CA",8,"21","37.426967","-122.168826","2","0.0509","0.05086916308961","NULL","14559",60311,24668,"7018","82634.50636","44764.96847","0.1256","0.1556",12782,86000,0.903,0.008,"0.9360852197",0.1278,0.1654,0.0369,0.0333,0.0485
"Purdue University-Main Campus","West Lafayette","IN",3,"22","40.428206","-86.914435","1","0.5929","0.59289151794666","14797","NULL",22879,15397,"29977","89627.62206","74606.98581","0.3559","0.2017",22500,54300,0.857,0.034,"0.8741125068",0.0455,0.1979,0.0476,0.0321,0.0188
"St. John's College","Santa Fe","NM",6,"41","35.666789","-105.912226","2","0.815","0.81497797356828","NULL","24127",59486,15946,"340","74300.18464","39394.78269","0.5988","0.3746",27000,27600,0.572,0.052,"0.8170731707",0,0,0,0,0
"Antioch University-Los Angeles","Culver City","CA",8,"21","33.98764","-118.384651","2","NULL","NULL","NULL","NULL",NA,15873,"167","32542.66263","20070.80431","0.3072","0.2132",26966,33800,0.631,0.034,"0.7223113965",0,0,0,0,0
"Antioch University-Santa Barbara","Santa Barbara","CA",8,"13","34.419007","-119.695767","2","NULL","NULL","NULL","NULL",NA,17398,"165","32542.66263","20070.80431","0.5","0.3571",26966,33800,0.631,0.034,"0.7223113965",0,0,0,0,0
"Antioch University-Seattle","Seattle","WA",8,"11","47.61696","-122.342647","2","NULL","NULL","NULL","24616",35785,15367,"164","32542.66263","20070.80431","0.7565","0.5261",26966,33800,0.631,0.034,"0.7223113965",0,0,0,0,0
"Antioch University-Midwest","Yellow Springs","OH",3,"31","39.795828","-83.892094","2","NULL","NULL","NULL","NULL",NA,24522,"81","32542.66263","20070.80431","0.7931","0.5948",26966,33800,0.631,0.034,"0.7223113965",0,0,0,0,0
"Mid-America Christian University","Oklahoma City","OK",6,"11","35.347785","-97.578297","2","NULL","NULL","NULL","21495",27355,9777,"2044","35559.66435","26121.0709","0.0735","0.064",28715.5,39200,0.764,0.103,"0.585492228",0,0,0,0.0139,0
"South University-Columbia","Columbia","SC",5,"21","34.098042","-80.961839","3","NULL","NULL","NULL","23590",27913,17178,"1022","27147.41908","18693.84422","0.7078","0.6855",25167,28800,0.588,0.17,"0.4051367026",0.07,0,0,0,0
"Kaplan University-Davenport Campus","Davenport","IA",4,"13","41.555024","-90.550682","3","NULL","NULL","NULL","16181",22760,8545,"40335","23204.9411","16208.64721","0.508","0.6475",29493,33400,0.643,0.129,"0.3652779753",0.079,0,0,0,0
"Caribbean University-Ponce","Ponce","PR",9,"12","18.012811","-66.614615","2","NULL","NULL","NULL","2865",8438,2320,"1037","10789.50818","0","0.3842","0.7984",9750,17000,0.294,0.3,"0.3324175824",0.0132,0.1457,0.0464,0,0
"Caribbean University-Vega Baja","Vega Baja","PR",9,"21","18.444882","-66.403121","2","NULL","NULL","NULL","3717",9027,3180,"460","10789.50818","0","0.3027","0.8732",9750,17000,0.294,0.3,"0.3324175824",0.0122,0,0,0,0
"California State University-San Marcos","San Marcos","CA",8,"21","33.129115","-117.158013","1","0.618","0.61800903567533","9736","NULL",17692,7383,"11506","49005.86897","33432.55509","0.4107","0.4544",18000,45400,0.762,0.049,"0.7502543235",0.0209,0,0,0.0053,0.0061
"Argosy University-Hawaii","Honolulu","HI",8,"11","21.308026","-157.860916","3","NULL","NULL","NULL","15791",25471,10243,"419","24239.85626","15149.50454","0.7068","0.7134",24750,37000,0.703,0.132,"0.6660756501",0,0,0,0,0
"Hodges University","Naples","FL",5,"21","26.277222","-81.741241","2","0.7429","0.74290484140233","NULL","16880",23892,15809,"1680","22366.82036","15489.32553","0.7639","0.6977",25500,38500,0.705,0.094,"0.5272727273",0.0867,0,0.0302,0,0
"Argosy University-Atlanta","Atlanta","GA",5,"13","33.92006","-84.356001","3","NULL","NULL","NULL","20018",24854,15611,"422","24239.85626","15149.50454","0.7494","0.7218",24750,37000,0.703,0.132,"0.6660756501",0,0,0,0,0
"University of Washington-Bothell Campus","Bothell","WA",8,"21","47.760718","-122.191454","1","0.7915","0.57967328019897","11505","NULL",22747,3783,"4378","57652.05384","37699.78115","0.3989","0.3358",15797,53700,0.84,0.027,"0.8693673859",0.0895,0.0431,0,8e-04,0
"University of Washington-Tacoma Campus","Tacoma","WA",8,"12","47.244967","-122.437499","1","0.8452","0.57967328019897","10087","NULL",22120,3928,"3788","57652.05384","37699.78115","0.503","0.4804",15797,53700,0.84,0.027,"0.8693673859",0.1312,0,0,0,0
"University of Phoenix-Utah","Salt Lake City","UT",7,"21","40.653835","-111.904474","3","NULL","NULL","NULL","18957",23712,9782,"804","23816.57279","16789.83113","0.4659","0.4205",33000,51100,0.805,0.135,"0.4802244275",0.1371,0,0,0,0
"Everglades University","Boca Raton","FL",5,"13","26.391218","-80.108331","2","0.8588","0.85875706214689","NULL","33589",38384,20629,"1284","30277.95444","20311.42606","0.9822","0.6965",44150,40400,0.695,0.109,"0.541015625",0,0,0,0,0
"Mt Sierra College","Monrovia","CA",8,"21","34.14241","-117.987931","3","NULL","NULL","NULL","18770",25776,9736,"465","32917.91873","21940.13041","0.8439","0.7584",42531,42500,0.721,0.079,"0.5219298246",0.2857,0,0,0,0
"University of Phoenix-New Mexico","Albuquerque","NM",6,"11","35.197066","-106.585189","3","NULL","NULL","NULL","17327",22806,9494,"1238","23816.57279","16789.83113","0.6568","0.6821",33000,51100,0.805,0.135,"0.4802244275",0.0627,0,0,0,0
"California State University-Monterey Bay","Seaside","CA",8,"22","36.653724","-121.799216","1","0.6936","0.69361209479705","9579","NULL",18655,5147,"5924","45095.65189","30583.88896","0.477","0.4876",15750,40300,0.737,0.05,"0.7780569514",0.0309,0,0,0.0232,0
"Capella University","Minneapolis","MN",4,"11","44.976186","-93.268714","3","NULL","NULL","NULL","14557",17994,18295,"8738","37079.83358","26477.54911","0.8465","0.5505",30312.5,66600,0.863,0.089,"0.6029547553",0.1913,0,0,0,0
"Baker College Center for Graduate Studies","Flint","MI",3,"21","42.974759","-83.694495","2","NULL","NULL","NULL","14227",19118,8078,"3905","30166.60662","19683.67291","0.6863","0.5463",24000,26400,0.532,0.157,"0.4620533735",0.2021,0,0,0,0
"Johnson & Wales University-North Miami","North Miami","FL",5,"21","25.894337","-80.164797","2","0.7004","0.76493801741517","NULL","22207",40291,15584,"1890","66597.95758","45831.75501","0.8099","0.5261",27000,35300,0.688,0.087,"0.6977237224",0,0,0,0,0
"Trine University-Regional/Non-Traditional Campuses","Fort Wayne","IN",3,"11","41.176826","-85.108364","2","0.6667","0.75752451809266","NULL","21420",21420,5379,"542","69471.0171","58986.92076","0.7055","0.5868",26000,40500,0.754,0.082,"0.725433526",0,0,0.0325,0,0
"University of Phoenix-Hawaii","Honolulu","HI",8,"11","21.30851","-157.863315","3","NULL","NULL","NULL","18453",23796,10643,"1407","23816.57279","16789.83113","0.3521","0.4325",33000,51100,0.805,0.135,"0.4802244275",0.2037,0,0,0,0
"Ottawa University-Milwaukee","Brookfield","WI",3,"21","43.02963","-88.115185","2","NULL","0.99473684210526","NULL","NULL",NA,7189,"227","45011.51835","32981.96701","0.699","0.5087",22000,40300,0.772,0.076,"0.6781609195",0,0,0,0,0
"Argosy University-Tampa","Tampa","FL",5,"11","27.955166","-82.482545","3","NULL","NULL","NULL","18115",25063,13904,"131","24239.85626","15149.50454","0.6504","0.7317",24750,37000,0.703,0.132,"0.6660756501",0,0,0,0,0
"Colorado Technical University-Greenwood Village","Aurora","CO",7,"11","39.65965","-104.838721","3","NULL","NULL","NULL","18785",24552,16054,"524","19683.92797","12813.29218","0.7269","0.4734",34135.5,50100,0.787,0.177,"0.4589367715",0.2517,0,0,0,0
"University of Phoenix-Oregon","Tigard","OR",8,"21","45.424281","-122.745206","3","NULL","NULL","NULL","19488",24380,8776,"496","23816.57279","16789.83113","0.687","0.6573",33000,51100,0.805,0.135,"0.4802244275",0.0523,0,0,0,0
"Western Governors University","Salt Lake City","UT",7,"21","40.684783","-111.869857","2","NULL","NULL","NULL","10431",13270,6934,"44499","52833.88976","44424.47224","0.5943","0.3717",14690,38900,0.711,0.05,"0.6221556886",0.1423,0,0,0,0
"Florida Gulf Coast University","Fort Myers","FL",5,"21","26.464262","-81.773578","1","0.5888","0.58883322442459","13624","NULL",17539,4905,"13253","58599.33302","40421.95202","0.4578","0.3438",18750,41400,0.781,0.046,"0.7365439093",0.005,0.037,0,0.0054,0.0059
"Argosy University-Orange County","Orange","CA",8,"21","33.779113","-117.897468","3","NULL","NULL","NULL","20435",25431,14609,"222","24239.85626","15149.50454","0.652","0.58",24750,37000,0.703,0.132,"0.6660756501",0,0,0,0,0
"American InterContinental University-Atlanta","Atlanta","GA",5,"13","33.936128","-84.355243","3","NULL","NULL","NULL","19637",24877,18318,"761","16336.3934","10886.96256","0.8942","0.7884",33827.5,40700,0.7,0.177,"0.4930929184",0.0424,0,0,0,0
"Argosy University-Seattle","Seattle","WA",8,"11","47.613924","-122.351734","3","NULL","NULL","NULL","20807",25847,12608,"152","24239.85626","15149.50454","0.6536","0.5425",24750,37000,0.703,0.132,"0.6660756501",0,0,0,0,0
"Marlboro College Graduate & Professional Studies","Brattleboro","VT",1,"32","42.850323","-72.55636","2","NULL","0.81603773584905","NULL","NULL",NA,5527,"7","66667.72992","43226.95936","0.6429","0.2143",25290.5,24100,0.49,0.017,"0.8563218391",0,0,0,0,0
"University of Phoenix-Idaho","Meridian","ID",7,"21","43.592582","-116.405376","3","NULL","NULL","NULL","18777",23900,7303,"228","23816.57279","16789.83113","0.6325","0.6608",33000,51100,0.805,0.135,"0.4802244275",0.0286,0,0,0,0
"DigiPen Institute of Technology","Redmond","WA",8,"13","47.68938","-122.150181","3","0.6488","0.64876957494407","NULL","33096",39035,20838,"932","78619.08007","55909.09105","0.6007","0.3053",31000,79400,0.921,0.023,"0.8950276243",0.5702,0.0331,0,0,0
"Strayer University-Tennessee","Memphis","TN",5,"11","35.0775","-89.899621","3","NULL","NULL","NULL","29291",32064,16721,"1273","24028.01271","17778.53878","0.6414","0.5551",36173.5,49200,0.785,0.116,"0.4492973271",0.1203,0,0,0,0
"Strayer University-Pennsylvania","Trevose","PA",2,"21","40.13794","-74.965591","3","NULL","NULL","NULL","23720",32064,17431,"1537","24028.01271","17778.53878","0.6031","0.4873",36173.5,49200,0.785,0.116,"0.4492973271",0.1391,0,0,0,0
"Colorado Technical University-Online","Colorado Springs","CO",7,"11","38.893735","-104.834211","3","NULL","NULL","NULL","13941",19082,14032,"18566","19683.92797","12813.29218","0.8829","0.6901",34135.5,50100,0.787,0.177,"0.4589367715",0.0744,0,0,0,0
"American InterContinental University-Online","Schaumburg","IL",3,"13","42.03314","-88.032611","3","NULL","NULL","NULL","15717",20945,14577,"10542","16336.3934","10886.96256","0.8922","0.717",33827.5,40700,0.7,0.177,"0.4930929184",0.0807,0,0,0,0
"Central Methodist University-College of Graduate and Extended Studies","Fayette","MO",4,"32","39.150383","-92.686156","2","NULL","0.60534898891063","NULL","NULL",NA,3788,"1787","47554.44731","36546.58151","0.2476","0.1651",17093,33700,0.707,0.084,"0.7198795181",0.0086,0,0,0.0017,0
"University of Phoenix-Minnesota","Saint Louis Park","MN",4,"21","44.975164","-93.404827","3","NULL","NULL","NULL","20817",25460,8394,"132","23816.57279","16789.83113","0.6471","0.5425",33000,51100,0.805,0.135,"0.4802244275",0.0541,0,0,0,0
"Argosy University-Los Angeles","Los Angeles","CA",8,"21","33.927857","-118.373038","3","NULL","NULL","NULL","19838",26169,11948,"297","24239.85626","15149.50454","0.7492","0.7461",24750,37000,0.703,0.132,"0.6660756501",0,0,0,0,0
"Doane University-Graduate and Professional Studies","Lincoln","NE",4,"11","40.815541","-96.650758","2","NULL","0.79348494161032","NULL","16539",19715,6892,"656","59615.59144","49012.53605","0.6671","0.4415",22158.5,42900,0.801,0.032,"0.8",0,0,0,0,0
"Shorter University-College of Adult & Professional Programs","Marietta","GA",5,"13","33.92764","-84.482301","2","0.4444","0.69070080862533","NULL","27639",31636,11614,"677","48134.85018","33324.84028","0.7831","0.6584",29000,43600,0.793,0.091,"0.6179146256",0,0,0,0,0
"Argosy University-Denver","Denver","CO",7,"11","39.65615","-104.901681","3","NULL","NULL","NULL","19602",24368,11779,"125","24239.85626","15149.50454","0.7285","0.6623",24750,37000,0.703,0.132,"0.6660756501",0,0,0,0,0
"University of South Florida-St Petersburg","St. Petersburg","FL",5,"12","27.762618","-82.635657","1","0.3534","0.50944124666573","11595","NULL",18325,5560,"3829","47295.84623","32119.94624","0.4631","0.4104",19500,41000,0.771,0.053,"0.7189852532",0,0,0,0,0
"Strayer University-Florida","Tampa","FL",5,"21","27.99004","-82.548221","3","NULL","NULL","NULL","29249",32064,16190,"1919","24028.01271","17778.53878","0.5913","0.5447",36173.5,49200,0.785,0.116,"0.4492973271",0.13,0,0,0,0
"The Art Institute of Charleston","Charleston","SC",5,"12","32.781424","-79.926971","3","NULL","NULL","NULL","26279",32548,14154,"554","32762.57841","20982.12726","0.818","0.6516",29000,30500,0.599,0.153,"0.4918872758",0.0486,0,0,0,0
"Strayer University-Delaware","Newark","DE",2,"21","39.6862","-75.659921","3","NULL","NULL","NULL","NULL",NA,16253,"234","24028.01271","17778.53878","0.5961","0.4706",36173.5,49200,0.785,0.116,"0.4492973271",0.2692,0,0,0,0
"Argosy University-Inland Empire","Ontario","CA",8,"12","34.06641","-117.578381","3","NULL","NULL","NULL","21267",26907,10558,"367","24239.85626","15149.50454","0.7597","0.7416",24750,37000,0.703,0.132,"0.6660756501",0,0,0,0,0
