"college","city","state","region","locale","lat","long","school_type","adm_rate","adm_rate_all","avg_net_pub","avg_net_priv","avg_cost","avg_tuition","population","avg_fam_inc","md_fam_inc","pct_loan","pct_pell","md_debt","md_earnings_10","pct_25k","default_rate","repay_rate","comp_deg","eng_deg","engtech_deg","math_deg","sci_deg"
"Brescia University","Owensboro","KY",5,"13","37.768989","-87.111533","2","0.4927","0.49268033005057","NULL","10505",27812,10705,"1003","43053.32711","32942.71404","0.8219","0.4989",30500,37500,0.77,0.103,"0.785",0,0.0101,0,0,0
"Campbellsville University","Campbellsville","KY",5,"32","37.343342","-85.348943","2","0.7272","0.72717065868263","NULL","13852",32456,9110,"2119","44687.04858","33114.23267","0.4843","0.4226",18500,31900,0.661,0.154,"0.6890156919",0.0076,0,0,0.0076,0.0051
"Centre College","Danville","KY",5,"32","37.645102","-84.779175","2","0.7157","0.71571772253408","NULL","22406",47897,18011,"1379","108620.4509","92130.46157","0.4591","0.1477",27000,43300,0.806,0.015,"0.9296875",0.0091,0,0,0.0274,0.0274
"University of the Cumberlands","Williamsburg","KY",5,"33","36.736489","-84.162375","2","0.6628","0.66279069767441","NULL","16825",33107,8477,"1844","45864.35602","35119.58347","0.5115","0.4079",16382.5,31200,0.62,0.062,"0.6822995461",0,0,0,0.0143,0.0251
"Eastern Kentucky University","Richmond","KY",5,"32","37.740396","-84.301356","1","0.7387","0.73874795417348","10686","NULL",18181,6440,"13323","48627.16296","35817.23966","0.5829","0.4242",23500,34100,0.666,0.117,"0.6688247989",0.0036,4e-04,0.0405,0.0033,0.0153
"Georgetown College","Georgetown","KY",5,"31","38.207934","-84.554583","2","0.8875","0.88750598372427","NULL","18442",43776,12788,"972","71570.20626","55167.94911","0.7967","0.3701",27000,40500,0.78,0.055,"0.8706467662",0.0088,0,0,0.0398,0.0398
"Kentucky State University","Frankfort","KY",5,"32","38.201056","-84.855488","1","0.4769","0.4769113149847","8593","NULL",17231,8557,"1627","32679.51262","22736.46595","0.6414","0.5911",30982,28400,0.57,0.22,"0.4066726781",0.0436,0,0.0031,0.0031,0.0062
"Kentucky Wesleyan College","Owensboro","KY",5,"13","37.744667","-87.121984","2","0.6072","0.60717571297148","NULL","17050",31040,11466,"691","53119.85347","42215.19695","0.8843","0.5008",23567.5,34900,0.706,0.104,"0.658045977",0.051,0,0,0.0064,0.0382
"University of Kentucky","Lexington","KY",5,"11","38.035818","-84.505653","1","0.7221","0.72205832567587","14785","NULL",23162,10959,"21725","75988.01562","58795.37888","0.4426","0.2469",21500,41900,0.786,0.055,"0.7658139535",0.0158,0.0971,0,0.0145,0.0133
"Kentucky Christian University","Grayson","KY",5,"32","38.339002","-82.946883","2","0.4774","0.47742663656884","NULL","19499",29825,9312,"547","54611.33754","43260.86223","0.7657","0.4866",26500,28800,0.601,0.131,"0.6574074074",0,0,0,0,0
"Lindsey Wilson College","Columbia","KY",5,"33","37.101853","-85.299909","2","NULL","NULL","NULL","15894",34602,8592,"2092","38469.33208","27294.31506","0.7927","0.624",19804,26600,0.536,0.12,"0.6006423983",0.0132,0.0044,0,0.0044,0
"University of Louisville","Louisville","KY",5,"21","38.215752","-85.758843","1","0.7386","0.73858921161825","14370","NULL",22389,11357,"15038","63644.73027","46161.22202","0.4158","0.2925",20493,38500,0.747,0.074,"0.7317880795",0,0.0939,0,0.0101,0.0132
"Midway University","Midway","KY",5,"42","38.144432","-84.679335","2","0.5822","0.58224543080939","NULL","17947",34189,10812,"1038","42441.42631","30034.47778","0.7097","0.51",22916,36700,0.701,0.099,"0.6658506732",0,0,0,0,0
"Morehead State University","Morehead","KY",5,"33","38.188462","-83.429742","1","0.8443","0.84434682964094","10830","NULL",18191,4950,"7212","47375.441","35349.07756","0.4885","0.3741",25000,30900,0.605,0.097,"0.5617202889",0.0097,7e-04,0.0351,0.0135,0.0179
"Murray State University","Murray","KY",5,"33","36.61241","-88.323493","1","0.7996","0.79957983193277","9817","NULL",16825,7371,"8126","54215.76652","40198.45236","0.4772","0.336",20907.5,35300,0.701,0.104,"0.7344102179",0.0289,0.0047,0.0639,0.0155,0.0168
"Northern Kentucky University","Highland Heights","KY",5,"21","39.029221","-84.465959","1","0.9072","0.90719847449547","8014","NULL",15159,8607,"11654","58455.67575","45201.2786","0.5413","0.3416",24184,36000,0.704,0.095,"0.6839941973",0.0527,0,0.0433,0.0098,0.017
"University of Pikeville","Pikeville","KY",5,"33","37.478835","-82.520265","2","1","1","NULL","17759",32707,15152,"1329","34681.36647","22493.30064","0.5362","0.4891",23000,28100,0.582,0.154,"0.5545851528",0.0339,0,0,0.0113,0.0169
"Spalding University","Louisville","KY",5,"21","38.2415","-85.758851","2","0.4571","0.45711592836946","NULL","19050",32509,15099,"1227","51959.88815","37435.41848","0.6725","0.4442",25000,41700,0.79,0.089,"0.6527777778",0,0,0,0,0
"Thomas More College","Crestview Hills","KY",5,"21","39.022963","-84.568923","2","0.9328","0.9328295549958","NULL","19664",37459,12637,"1243","69996.21884","60860.55701","0.5379","0.251",27000,45900,0.796,0.059,"0.7418300654",0.0159,0,0,0.0106,0.0265
"Transylvania University","Lexington","KY",5,"11","38.053236","-84.493883","2","0.8262","0.82617728531855","NULL","21813",43304,13229,"1014","94647.95428","80312.72264","0.5961","0.2689",27000,39700,0.791,0.024,"0.9254237288",0.0252,0,0,0.0378,0.0504
"Union College","Barbourville","KY",5,"33","36.869066","-83.887982","2","0.7523","0.75234657039711","NULL","19088",31709,10666,"833","44884.57569","32206.68679","0.7463","0.5647",NA,31800,0.639,0.139,"0.5571776156",0.0174,0,0,0,0
"Western Kentucky University","Bowling Green","KY",5,"13","36.985718","-86.455898","1","0.9332","0.93323091467738","11112","NULL",17493,7780,"15388","54006.84506","40647.51634","0.5161","0.368",24010.5,33800,0.662,0.119,"0.6710614152",0.022,0.0217,0.0136,0.0126,0.0253
"Centenary College of Louisiana","Shreveport","LA",5,"12","32.483004","-93.731518","2","0.6567","0.65669700910273","NULL","21734",44596,12340,"548","71750.70133","53254.22208","0.6092","0.3515",25000,40400,0.752,0.056,"0.814229249",0,0,0,0.0303,0.0455
"Dillard University","New Orleans","LA",5,"11","29.996468","-90.065348","2","0.4059","0.40589384565288","NULL","15138",26606,12186,"1200","34301.79085","22655.0717","0.8833","0.7422",35000,32800,0.651,0.157,"0.5338983051",0.0376,0,0,0.0108,0.0538
"Grambling State University","Grambling","LA",5,"32","32.522702","-92.717367","1","0.4395","0.43953006219765","14656","NULL",21692,4543,"3520","26102.70866","18619.95182","0.897","0.7824",37524,28400,0.566,0.158,"0.3476490189",0.0493,0,0.0493,0.0056,0.0014
"Louisiana State University-Alexandria","Alexandria","LA",5,"41","31.178616","-92.414409","1","0.5455","0.54545454545454","10088","NULL",15182,4864,"2244","41687.13696","27883.63476","0.3994","0.3971",16021.5,32200,0.635,0.116,"0.5349378882",0,0,0,0.023,0
"Louisiana State University and Agricultural & Mechanical College","Baton Rouge","LA",5,"12","30.414983","-91.178921","1","0.7663","0.76634499396863","11958","NULL",21846,10082,"24452","70272.66145","48745.40559","0.3486","0.2013",20000,45800,0.809,0.038,"0.7991953822",0.0055,0.1174,0,0.0109,0.0149
"Louisiana State University-Shreveport","Shreveport","LA",5,"12","32.428768","-93.703762","1","0.7667","0.76666666666666","7717","NULL",15753,4180,"2640","35959.64807","23989.41577","0.3375","0.3187",17250,35800,0.677,0.087,"0.531996916",0.0536,0,0,0.0134,0.0112
"Louisiana College","Pineville","LA",5,"23","31.322286","-92.425567","2","0.6106","0.610630407911","NULL","12925",22060,9880,"957","54036.60493","34932.3767","0.5896","0.4319",23743.5,39100,0.758,0.08,"0.7824933687",0,0,0,0.0103,0
"Louisiana Tech University","Ruston","LA",5,"32","32.525518","-92.64964","1","0.6503","0.65034965034965","9514","NULL",17862,6473,"7272","62555.92813","46247.42191","0.2959","0.2148",20500,40700,0.753,0.07,"0.7114371708",0.0181,0.1357,0.0377,0.0131,0.0131
"Loyola University New Orleans","New Orleans","LA",5,"11","29.936141","-90.120417","2","0.9025","0.90247160988643","NULL","24771",49791,18553,"2734","79099.67553","52069.22635","0.7084","0.3072",25500,43300,0.771,0.041,"0.8149819495",0,0,0,0.0039,0.0173
"McNeese State University","Lake Charles","LA",5,"13","30.180762","-93.215648","1","0.7527","0.75274323335771","9370","NULL",15951,4780,"6597","47423.65113","33014.97721","0.409","0.3608",20785,36200,0.696,0.121,"0.6257332812",0.0118,0.0488,0.0252,0.0063,0.0094
"University of New Orleans","New Orleans","LA",5,"11","30.028539","-90.068506","1","0.4357","0.43573667711598","8409","NULL",16889,7792,"6742","40717.64856","26933.3569","0.3621","0.3298",16989,38200,0.706,0.075,"0.6359684868",0.0119,0.0986,0,0.0049,0.0329
"Nicholls State University","Thibodaux","LA",5,"13","29.792689","-90.802906","1","0.8837","0.88366336633663","10195","NULL",16954,5254,"5513","50778.0278","34242.41875","0.5022","0.3886",20308,35000,0.679,0.091,"0.6334208224",0,0,0.1222,0.0042,0.0042
"University of Louisiana at Monroe","Monroe","LA",5,"13","32.527957","-92.073855","1","0.7722","0.77219777375097","8920","NULL",16310,6327,"5799","47709.72212","31537.71157","0.3755","0.3994",21082.5,36600,0.685,0.094,"0.5422619048",0.0089,0,0,0.004,0.0079
"Northwestern State University of Louisiana","Natchitoches","LA",5,"33","31.750675","-93.097715","1","0.7298","0.72983479105928","11446","NULL",17659,5838,"6828","43404.5705","29090.57097","0.492","0.4049",22375,33900,0.657,0.108,"0.5745300503",0.005,0,0.02,0.0029,0
"University of Holy Cross","New Orleans","LA",5,"11","29.912539","-89.997055","2","0.5618","0.56179775280898","NULL","10131",15775,13551,"846","38002.5797","22483.12635","0.7219","0.5381",32426.5,40200,0.778,0.059,"0.6314779271",0,0,0,0,0
"Southeastern Louisiana University","Hammond","LA",5,"13","30.51358","-90.468558","1","0.8373","0.83729854182655","10022","NULL",16136,4772,"11199","49188.75815","33734.86381","0.4231","0.3652",21313,34800,0.676,0.077,"0.6210967251",0.0168,0,0.0499,0.0094,0.0059
"Southern University and A & M College","Baton Rouge","LA",5,"12","30.524558","-91.190105","1","0.5365","0.53646353646353","12106","NULL",18882,4727,"5133","32273.67187","22497.37035","0.7488","0.6272",31271.5,33100,0.651,0.115,"0.4031321041",0.0251,0.0594,0.0132,0.0053,0.0053
"Southern University at New Orleans","New Orleans","LA",5,"11","30.02669","-90.044379","1","0.207","0.20696084524549","7711","NULL",10300,3783,"1658","20668.91959","15484.96476","0.6468","0.6042",23590,29200,0.585,0.119,"0.4090019569",0,0,0,0.0252,0
"University of Louisiana at Lafayette","Lafayette","LA",5,"12","30.215283","-92.01941","1","0.558","0.55795866183677","8588","NULL",16112,5702,"14667","51635.368","36303.86979","0.3072","0.331",20250,37300,0.719,0.076,"0.6765116279",0.0164,0.0714,0.0337,0.0052,0.0168
"Tulane University of Louisiana","New Orleans","LA",5,"11","29.939696","-90.120409","2","0.2795","0.27950589944984","NULL","34740",61055,24250,"7892","94383.73769","57869.40895","0.3534","0.1542",27000,52900,0.814,0.041,"0.7926380368",0.0434,0.0377,0,0.013,0.0096
"Xavier University of Louisiana","New Orleans","LA",5,"11","29.964162","-90.107307","2","0.6599","0.6598536462276","NULL","20728",29988,15977,"2313","49901.7513","31842.81781","0.8617","0.5343",27000,46800,0.794,0.103,"0.5829268293",0.0186,0,0,0.0186,0.2422
"College of the Atlantic","Bar Harbor","ME",1,"33","44.399584","-68.228849","2","0.711","0.71095571095571","NULL","17463",49890,37489,"365","61511.22552","53922.77663","0.6152","0.3876",19000,26400,0.532,0.029,"0.9145299145",0,0,0,0,0
"Bates College","Lewiston","ME",1,"13","44.105299","-70.203333","2","0.2542","0.25416336241078","NULL","24944",61000,41051,"1773","113030.1991","92546.40808","0.2859","0.1167",16297,51600,0.824,0.006,"PrivacySuppressed",0,0.0045,0,0.0313,0.0737
"Bowdoin College","Brunswick","ME",1,"31","43.906902","-69.965241","2","0.1491","0.14909877433309","NULL","19336",59900,28543,"1797","96078.84939","66780.45904","0.2095","0.1421",19500,55300,0.857,0.013,"0.9457627119",0.0265,0,0,0.0489,0.0855
"Colby College","Waterville","ME",1,"33","44.564211","-69.66337","2","0.2805","0.28049728049728","NULL","23566",59110,28496,"1847","125902.8274","95100.02278","0.2407","0.1203",19195.5,52300,0.829,0,"0.9350649351",0.0231,0,0,0.0314,0.065
"Husson University","Bangor","ME",1,"13","44.828888","-68.791323","2","0.7195","0.71953488372093","NULL","16414",25620,12740,"2292","63276.83681","51035.34687","0.7447","0.434",26250,36900,0.71,0.082,"0.7120359955",0.0295,0,0,0,0.0039
"University of Maine at Augusta","Augusta","ME",1,"32","44.337746","-69.796396","1","NULL","NULL","10864","NULL",14469,5460,"4094","31910.75515","22657.60044","0.6092","0.5623",22965,27300,0.557,0.19,"0.5295675199",0.0401,0,0,0,0
"University of Maine at Farmington","Farmington","ME",1,"33","44.668","-70.147469","1","0.8455","0.84552289815447","15162","NULL",20989,6403,"1738","57481.14562","48976.36272","0.7822","0.484",27000,33300,0.705,0.061,"0.8434093162",0.0114,0,0,0.0182,0.0114
"University of Maine at Fort Kent","Fort Kent","ME",1,"43","47.250306","-68.588364","1","0.7461","0.74610244988864","13349","NULL",17932,5616,"956","46649.32077","38514.74107","0.4582","0.3524",18500,31300,0.628,0.111,"0.7333333333",0.0064,0,0,0,0
"University of Maine at Machias","Machias","ME",1,"43","44.709895","-67.456534","1","NULL","NULL","9623","NULL",17503,4488,"574","38146.49212","26888.08135","0.4417","0.3935",21775.5,27100,0.548,0.129,"0.6838235294",0,0,0,0,0
"University of Maine","Orono","ME",1,"23","44.895129","-68.67358","1","0.8257","0.82574445983379","16731","NULL",22193,9569,"8682","72234.81953","59395.16318","0.6293","0.3345",26150,39200,0.77,0.047,"0.8340188014",0.0084,0.1162,0.0617,0.011,0.013
"Maine Maritime Academy","Castine","ME",1,"42","44.3873","-68.803214","1","0.7863","0.7863354037267","20861","NULL",23940,16862,"1031","83161.20291","74495.06849","0.8078","0.2857",27000,78800,0.904,0.041,"0.8983516484",0,0.3793,0.1609,0,0
"University of Maine at Presque Isle","Presque Isle","ME",1,"41","46.672377","-68.016516","1","NULL","NULL","10247","NULL",16437,4491,"847","44959.15279","34871.48993","0.4909","0.3998",22165,28400,0.566,0.114,"0.6418511066",0,0,0,0,0
"University of New England","Biddeford","ME",1,"22","43.458172","-70.385882","2","0.8568","0.85684503127171","NULL","31378",49671,20791,"2217","93037.66088","81233.49508","0.6732","0.2167",27000,44500,0.801,0.03,"0.8333333333",0,0,0,0.0043,0.0021
"Saint Joseph's College of Maine","Standish","ME",1,"41","43.82651","-70.483486","2","0.7853","0.78531855955678","NULL","25267",44825,9806,"1817","74159.20542","61805.09544","0.6548","0.2452",27000,39100,0.76,0.029,"0.8548387097",0,0,0,0,0
"University of Southern Maine","Portland","ME",1,"13","43.662637","-70.276002","1","0.8395","0.83946046019571","17048","NULL",22083,8764,"5783","53228.72808","38520.39835","0.5564","0.3586",22913,37200,0.734,0.06,"0.7971893964",0.0145,0.0209,0.0321,0.0072,0.0153
"Thomas College","Waterville","ME",1,"41","44.524046","-69.662923","2","0.7428","0.74283071230342","NULL","20045",34202,10375,"851","58339.58056","46677.87778","0.5534","0.3174",25000,35300,0.707,0.092,"0.7337278107",0.0523,0,0,0,0
"Unity College","Unity","ME",1,"43","44.603165","-69.332276","2","0.931","0.93103448275862","NULL","21556",35580,14860,"585","66389.31742","59835.96452","0.8698","0.4394",27000,34800,0.692,0.052,"0.8178913738",0,0,0.0278,0,0
"University of Baltimore","Baltimore","MD",2,"11","39.305834","-76.616591","1","0.6204","0.62037037037037","14180","NULL",21225,10024,"3444","40314.42774","28432.53722","0.5425","0.4328",20500,56500,0.85,0.055,"0.6627318718",0.0277,0,0,0,0
"Bowie State University","Bowie","MD",2,"21","39.018185","-76.759721","1","0.5506","0.55062648154419","13231","NULL",19456,5394,"4401","51389.37465","34777.74698","0.6615","0.4977",22927,46800,0.8,0.121,"0.4606271777",0.0418,0,0,0.004,0
"Washington Adventist University","Takoma Park","MD",2,"21","38.987206","-77.00131","2","0.4492","0.44915254237288","NULL","17040",29547,10184,"790","44401.34808","31183.98963","0.7854","0.5727",27000,44500,0.729,0.082,"0.5825688073",0.0037,0,0,0,0
"Coppin State University","Baltimore","MD",2,"11","39.310786","-76.658547","1","0.4312","0.4311527904849","9363","NULL",15837,1680,"2652","32912.45375","25967.99961","0.6839","0.6103",19500,35700,0.705,0.179,"0.3635047067",0.0168,0,0,0.0021,0
"Frostburg State University","Frostburg","MD",2,"23","39.651509","-78.933871","1","0.5851","0.58513640639698","17755","NULL",20046,5333,"4765","68304.7542","53307.50737","0.5983","0.3653",22250,43500,0.794,0.091,"0.7809815951",0.051,0.0157,0,0.0059,0.0245
"Goucher College","Baltimore","MD",2,"13","39.410175","-76.594843","2","0.7569","0.75688622754491","NULL","27682",52462,17814,"1463","92664.44635","74483.87701","0.6502","0.2483",25500,46000,0.783,0.038,"0.8613333333",0.011,0,0,0.0183,0.0366
"Hood College","Frederick","MD",2,"13","39.421908","-77.419282","2","0.8069","0.80691823899371","NULL","23343",46747,15064,"1330","82675.99722","66303.2463","0.7406","0.353",27000,42300,0.784,0.04,"0.8239608802",0.0299,0,0,0.009,0.006
"Johns Hopkins University","Baltimore","MD",2,"11","39.32838","-76.620799","2","0.1608","0.16079707198047","NULL","29911",61481,23199,"6039","90995.37615","58243.68953","0.3865","0.1277",16250,65900,0.88,0.015,"0.8770661157",0.0161,0.1778,0,0.0291,0.0232
"Loyola University Maryland","Baltimore","MD",2,"11","39.346044","-76.623417","2","0.5963","0.59626343504292","NULL","32584",57775,24968,"4062","125441.8463","105039.278","0.5335","0.1426",27000,63000,0.903,0.014,"0.9351032448",0.0055,0.0143,0,0.0143,0.0099
"University of Maryland-University College","Adelphi","MD",2,"21","38.986299","-76.954104","1","NULL","NULL","10558","NULL",13525,10859,"33892","36593.56929","28764.87055","0.3015","0.2485",19457.5,49900,0.794,0.082,"0.5464904284",0.2356,0,0,0,0
"University of Maryland-Baltimore County","Baltimore","MD",2,"21","39.256686","-76.711607","1","0.5961","0.59606538122736","17657","NULL",21941,8750,"11274","67837.94142","49214.01506","0.419","0.2742",21943,53700,0.844,0.049,"0.8163816382",0.1743,0.0625,0,0.0262,0.0144
"University of Maryland-College Park","College Park","MD",2,"21","38.985379","-76.939494","1","0.4793","0.47927107061503","15817","NULL",23258,11089,"26532","89899.18094","67384.13933","0.3501","0.1964",19500,60500,0.876,0.02,"0.8713482127",0.0416,0.1212,0,0.0168,0.0201
"University of Maryland Eastern Shore","Princess Anne","MD",2,"31","38.211188","-75.687227","1","0.6127","0.61265394832166","14249","NULL",21472,4016,"3441","47592.72399","32993.29826","0.5514","0.5353",27000,36700,0.689,0.16,"0.4386347131",0.0205,0.0137,0.053,0.0034,0.0137
"Morgan State University","Baltimore","MD",2,"11","39.344235","-76.584238","1","0.6525","0.65245424292845","15926","NULL",21666,5872,"6239","47972.12291","33898.66974","0.7623","0.5718",31000,38600,0.723,0.176,"0.4198645598",0.026,0.103,0,0.0033,0.0087
"Mount St Mary's University","Emmitsburg","MD",2,"31","39.680632","-77.35222","2","0.6687","0.66867469879518","NULL","28771",48273,16339,"1806","107709.1078","94411.73267","0.6215","0.2252",25995,49900,0.845,0.015,"0.875",0.0132,0,0,0.0238,0.0026
"Notre Dame of Maryland University","Baltimore","MD",2,"11","39.351307","-76.619701","2","0.4946","0.49455864570737","NULL","15831",42859,15870,"1153","53146.34487","37577.68978","0.4579","0.2828",27000,47500,0.81,0.045,"0.7259713701",0.0093,0,0,0.0155,0.0186
"Salisbury University","Salisbury","MD",2,"23","38.345447","-75.605705","1","0.5469","0.54694485842026","16641","NULL",21784,6252,"7782","85473.46262","73274.15499","0.5161","0.2115",20250,46200,0.82,0.043,"0.8045726728",0.0416,0,0,0.0163,0.0153
"St Mary's College of Maryland","St. Mary's City","MD",2,"23","38.188615","-76.425706","1","0.7887","0.78868729989327","16881","NULL",29172,12403,"1668","100791.2504","86109.82439","0.4354","0.193",20962.5,47700,0.822,0.027,"0.8782051282",0.0463,0,0,0.0532,0.0278
"St John's College","Annapolis","MD",2,"21","38.981513","-76.491397","2","0.8696","0.8695652173913","NULL","29456",58321,22377,"429","112106.9607","83683.11128","0.5372","0.246",27000,35200,0.629,0.072,"0.8903225806",0,0,0,0,0
"Towson University","Towson","MD",2,"13","39.393008","-76.612268","1","0.5921","0.59214734752398","16363","NULL",21973,6531,"18546","80211.20628","61883.02988","0.4708","0.2552",18500,49200,0.839,0.039,"0.8054506206",0.0461,0,0,0.011,0.0114
"Stevenson University","Stevenson","MD",2,"41","39.421264","-76.701247","2","0.6231","0.62308297286669","NULL","25956",41569,14586,"3778","74587.40023","57748.02205","0.6249","0.3155",25803,50300,0.85,0.061,"0.7984234234",0.0753,0,0,0.0062,0.0198
"Washington College","Chestertown","MD",2,"32","39.217329","-76.06878","2","0.5566","0.55660022564874","NULL","30079",54067,20737,"1408","113686.5951","101334.8222","0.6628","0.1376",27000,44000,0.806,0.029,"0.9090909091",0.0029,0,0,0.0265,0.0412
"McDaniel College","Westminster","MD",2,"23","39.584879","-77.001662","2","0.7613","0.76129467296021","NULL","19802",47966,14652,"1649","84654.53467","71636.09573","0.6466","0.3162",27000,46500,0.823,0.04,"0.9097605893",0.012,0,0,0.021,0.012
"American International College","Springfield","MA",1,"12","42.112708","-72.558507","2","0.6757","0.67571569595261","NULL","19559",42762,13220,"1473","55928.50007","39309.09922","0.848","0.5063",27000,38900,0.737,0.062,"0.6323319027",0,0,0,0,0
"Amherst College","Amherst","MA",1,"21","42.372459","-72.518493","2","0.1384","0.13837442491447","NULL","17801",61544,23728,"1792","75243.33007","41123.93545","0.1613","0.219",11706,56300,0.845,0.015,"0.9333333333",0.0381,0,0,0.0233,0.0613
"Anna Maria College","Paxton","MA",1,"41","42.33055","-71.918961","2","0.7757","0.77572016460905","NULL","27265",45599,15425,"1108","77548.88356","62046.8358","0.7725","0.35",25361,41900,0.772,0.123,"0.6923076923",0,0,0,0,0
"Assumption College","Worcester","MA",1,"12","42.295435","-71.828387","2","0.813","0.8130395274875","NULL","26350",47428,13538,"2193","100216.0912","90305.84671","0.7268","0.2295",27000,53600,0.878,0.031,"0.9072929543",0.0148,0,0,0.0204,0.0074
"Bay Path University","Longmeadow","MA",1,"21","42.055364","-72.583974","2","0.6305","0.63045912653975","NULL","18951",41344,13659,"1574","44978.3385","32293.6769","0.9115","0.5425",22878.5,41100,0.764,0.064,"0.7059620596",0,0,0,0,0
"Becker College","Worcester","MA",1,"12","42.26918","-71.811895","2","0.6247","0.62469287469287","NULL","29940",45609,18707,"1975","66118.40523","49223.60599","0.836","0.4301",26000,36800,0.71,0.123,"0.674291939",0,0,0,0,0
"Bentley University","Waltham","MA",1,"13","42.388798","-71.220148","2","0.4611","0.46114751905844","NULL","31616",56768,26044,"4190","123377.5027","99940.94572","0.4996","0.1589",27000,76900,0.926,0.011,"0.9408602151",0.0439,0,0,0.0065,0
"Boston College","Chestnut Hill","MA",1,"13","42.337688","-71.171488","2","0.3391","0.33910347500322","NULL","33464",60690,29527,"9483","126331.607","97930.53033","0.3903","0.1335",19000,66700,0.902,0.006,"0.944077275",0.0214,0,0,0.0128,0.0162
"Boston University","Boston","MA",1,"11","42.349581","-71.09984","2","0.3451","0.34510057206126","NULL","34592",61396,28408,"16457","107170.058","86250.73757","0.3981","0.1424",27000,59500,0.863,0.018,"0.9214806506",0.023,0.075,0.0025,0.0096,0.0165
"Brandeis University","Waltham","MA",1,"13","42.364947","-71.254716","2","0.3522","0.35215913634546","NULL","28004",61023,20256,"3715","95084.88934","73903.94299","0.5061","0.1989",27000,56800,0.83,0.024,"0.91",0.0288,0,0,0.0168,0.0228
"Bridgewater State University","Bridgewater","MA",1,"21","41.987785","-70.966058","1","0.7931","0.79306777030522","17781","NULL",19877,7655,"9500","70105.84499","57262.36737","0.5402","0.2595",24500,42300,0.777,0.051,"0.7770479134",0.0082,0,0,0.0267,0.0319
"Cambridge College","Cambridge","MA",1,"12","42.369193","-71.11084","2","NULL","NULL","NULL","22101",24440,10711,"1134","28703.94717","22760.88423","0.4962","0.3867",21255,36800,0.696,0.068,"0.5291005291",0,0,0,0,0
"Clark University","Worcester","MA",1,"12","42.251064","-71.823537","2","0.5403","0.54025191675794","NULL","22065",48366,16719,"2239","89517.95082","71839.58135","0.5576","0.2298",27000,42800,0.777,0.023,"0.8957654723",0.0188,0,0,0.0188,0.0413
"Curry College","Milton","MA",1,"21","42.240616","-71.114007","2","0.8688","0.86875917767988","NULL","30309",48778,20717,"2843","83671.13738","67553.15673","0.6406","0.2587",26000,45700,0.811,0.066,"0.7132616487",0.0119,0,0,0,0
"Eastern Nazarene College","Quincy","MA",1,"21","42.271214","-71.011238","2","0.5287","0.52867570385818","NULL","14966",37563,13130,"1054","53902.2171","41796.96415","0.4989","0.4837",24362,44900,0.8,0.053,"0.7791164659",0,0.0195,0,0.0078,0.0156
"Emerson College","Boston","MA",1,"11","42.35532","-71.074037","2","0.4918","0.49179010219313","NULL","37313",53499,25406,"3757","114229.2212","98194.29089","0.5741","0.1739",24000,44900,0.769,0.011,"0.8926553672",0,0,0,0,0
"Emmanuel College","Boston","MA",1,"11","42.341191","-71.103038","2","0.693","0.69299881335819","NULL","31767",51082,17131,"1967","100165.4424","89742.59712","0.6751","0.2224",27000,45500,0.808,0.048,"0.8498542274",0,0,0,0.0171,0.0064
"Endicott College","Beverly","MA",1,"21","42.554177","-70.840729","2","0.7315","0.73154885654885","NULL","32895",45323,14246,"2781","112714.1321","98092.39111","0.6325","0.1729",27000,46900,0.838,0.022,"0.8938714499",0.0045,0,0,0,0
"Fitchburg State University","Fitchburg","MA",1,"22","42.589345","-71.789354","1","0.7231","0.7231253277399","13737","NULL",17894,6214,"4134","68150.94048","53797.52869","0.7053","0.3576",22650,40500,0.76,0.058,"0.7722075638",0.0265,0,0.0371,0.0079,0.004
"Framingham State University","Framingham","MA",1,"13","42.297289","-71.437175","1","0.6226","0.62264875239923","17801","NULL",22097,5875,"4329","74591.62793","64086.77916","0.6431","0.2956",23979,45000,0.807,0.05,"0.8423817863",0.0226,0,0,0.0151,0.0164
"Gordon College","Wenham","MA",1,"21","42.588173","-70.819133","2","0.8837","0.88372093023255","NULL","27869",44699,18066,"1703","100490.9169","87311.45766","0.693","0.2222",27000,39700,0.721,0.013,"0.9160305344",0.0197,0,0,0.0197,0.0328
"Hampshire College","Amherst","MA",1,"21","42.324772","-72.532401","2","0.6664","0.66641707225758","NULL","31301",60048,25111,"1358","82869.4296","62083.03899","0.5462","0.2366",21500,33900,0.635,0.019,"0.8033707865",0.0305,0,0,0.0122,0.0152
"Harvard University","Cambridge","MA",1,"12","42.374429","-71.118177","2","0.0596","0.05962968362735","NULL","14068",59950,30239,"7236","60120.90683","30848.49293","0.0404","0.1304",6500,95500,0.903,0.009,"0.8211382114",0.0482,0.0416,0,0.0712,0.0504
"College of the Holy Cross","Worcester","MA",1,"12","42.238942","-71.808627","2","0.4334","0.43342135043379","NULL","32149",57754,26127,"2754","129350.8338","101804.874","0.5161","0.17",27000,63100,0.915,0.025,"0.961038961",0,0,0,0.0589,0.0663
"Lasell College","Newton","MA",1,"13","42.342712","-71.243738","2","0.7632","0.76321691765459","NULL","25993",44737,17628,"1727","84900.50474","73978.72395","0.8411","0.3379",27000,40700,0.769,0.049,"0.7750410509",0,0,0,0.0061,0
"Lesley University","Cambridge","MA",1,"12","42.378429","-71.115601","2","0.7149","0.71489211177927","NULL","32123",48818,18064,"1727","80759.16864","63873.41499","0.6366","0.2705",25000,35100,0.689,0.038,"0.7588571429",0,0,0,0,0
